self-play,c_0,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,c_29,c_30,c_31,c_32,c_33,c_34,c_35,c_36,c_37,c_38,c_39,c_40,c_41,c_42,c_43,c_44,c_45,c_46,c_47,c_48,c_49,c_50,c_51,c_52,c_53,c_54,c_55,c_56,c_57,c_58,c_59,c_60,c_61,c_62,c_63,c_64,c_65,c_66,c_67,c_68,c_69,c_70,c_71,c_72,c_73,c_74,c_75,c_76,c_77,c_78,c_79,c_80,c_81,c_82,c_83,c_84,c_85,c_86,c_87,c_88,c_89,c_90,c_91,c_92,c_93,c_94,c_95,c_96,c_97,c_98,c_99,c_100,c_101,c_102,c_103,c_104,c_105,c_106,c_107,c_108,c_109,c_110,c_111,c_112,c_113,c_114,c_115,c_116,c_117,c_118,c_119,c_120,c_121,c_122,c_123,c_124,c_125,c_126,c_127,c_128,c_129,c_130,c_131,c_132,c_133,c_134,c_135,c_136,c_137,c_138,c_139,c_140,c_141,c_142,c_143,c_144,c_145,c_146,c_147,c_148,c_149,c_150,c_151,c_152,c_153,c_154,c_155,c_156,c_157,c_158,c_159,c_160,c_161,c_162,c_163,c_164,c_165,c_166,c_167,c_168,c_169,c_170,c_171,c_172,c_173,c_174,c_175,c_176,c_177,c_178,c_179,c_180,c_181,c_182,c_183,c_184,c_185,c_186,c_187,c_188,c_189,c_190,c_191,c_192,c_193,c_194,c_195,c_196,c_197,c_198,c_199,c_200,c_201,c_202,c_203,c_204,c_205,c_206,c_207,c_208,c_209,c_210,c_211,c_212,c_213,c_214,c_215,c_216,c_217,c_218,c_219,c_220,c_221,c_222,c_223,c_224,c_225,c_226,c_227,c_228,c_229,c_230,c_231,c_232,c_233,c_234,c_235,c_236,c_237,c_238,c_239
0.4716974777621524,0.9999999999999454,0.9999999999999454,0.9991503406964518,0.998280381953138,0.9960374367371269,0.9952800473820134,0.9957365025225605,0.9953898134056639,0.9932409530787802,0.9971847479641504,0.9980403180535434,0.9972422928208077,0.9978807197445259,0.991742920761723,0.9955045123402863,0.9995504297927035,0.9983932868494214,0.9975767209108044,0.999995053557727,0.9971602479513405,0.9978252567352068,0.9974465872398066,0.996727839395897,0.9854325970466211,0.9928524116815594,0.9990722497543668,0.9940139385274367,0.9907566229721521,0.9900867789002253,0.9931106837538124,0.9979547466843026,0.989829186876696,0.9881535627778053,0.9880377350851427,0.9865318421283095,0.9860535124414072,0.990111993120549,0.9851889234740291,0.9768015097423486,0.9795966780102761,0.9755146840686353,0.9819414293015428,0.9924366524979852,0.9796013122853487,0.9794145407076501,0.9806697167537842,0.9720829508865784,0.9809972372294008,0.9650477568740404,0.976415534379309,0.9516900706861506,0.9546671085823802,0.9729235088656236,0.9728077503433986,0.9436004199483682,0.8995801731225667,0.9613224957772407,0.9806970809748686,0.9795419385408776,0.9141653972271524,0.979545117065466,0.8832708572786206,0.9612797530328839,0.9073779152245977,0.9550880712572941,0.9591380283919555,0.9528519773620365,0.9105801863434089,0.9323994515505184,0.9254459916089213,0.9549641355460027,0.9201549261326148,0.963304557232039,0.9113057097572383,0.9649573164800177,0.9626848097022834,0.9517953745800861,0.8806898883550235,0.9758977215103983,0.9016602750541785,0.971195474277446,0.9185670043045964,0.9763370551300178,0.8398134697607539,0.9859883950152512,0.9784188811058492,0.9780048826279736,0.9780687759003638,0.9612392190760546,0.9134471161780353,0.984920122080271,0.9941295605978595,0.9584868429709026,0.9677942631474388,0.9511748106413567,0.9604234824236388,0.9557405659910486,0.9407210640087978,0.9934853415146159,0.9603658304011962,0.933002401285806,0.9468101685143171,0.9262112610869678,0.9329677079777291,0.9404838724086805,0.9717758641697127,0.9083071195188275,0.9249449361495728,0.9789410130818648,0.9001985758412562,0.8963952223315305,0.9794960843989742,0.972374966226182,0.7550456171651,0.9777109239758454,0.897419544481642,0.9279941040617896,0.9687479532806221,0.8610468234726916,0.9225836626317374,0.9809922303682292,0.9550144911441047,0.7420489764451712,0.9771977935396756,0.9764695303967009,0.9652264848208651,0.9288234786981512,0.8865153101465584,0.9628434662221436,0.9768653611295411,0.9746745374969404,0.9438660332900982,0.9829236860169036,0.7578199612279913,0.8800348289688421,0.9563964258377298,0.9492736670187423,0.9114843662071971,0.9172346226235588,0.9316999900815938,0.9632575157393947,0.9516908505156187,0.8983347379528017,0.9478110541748834,0.9670622962800202,0.9717460578699508,0.9883997966196161,0.9830659740625864,0.9622851709079093,0.9797064874309768,0.9965998526387567,0.9914472433632194,0.9865428862022259,0.987611084321705,0.9715415792418033,0.959091526555601,0.9892037213616094,0.9568471687623975,0.9556688531346563,0.9592100737901683,0.9564961059966304,0.9111756906022624,0.9370831258212182,0.910323916188977,0.8157311660314406,0.9099266737173755,0.8903278020434072,0.8554117149645651,0.9577432597964367,0.8637517989622137,0.9637038413370507,0.9271615871035578,0.9214642338824884,0.8851496518168396,0.9233166770592043,0.9357738652565819,0.9292104808439156,0.9073934685444629,0.9602360732843994,0.9464627036893146,0.9466522913580173,0.9241923504333809,0.7170093630802009,0.8952009440295264,0.9351498910324101,0.9562699408514906,0.9633735908170897,0.8774713992006694,0.9513592129806596,0.9841754815080301,0.9722725721059773,0.9130023187978178,0.862896461897258,0.8436812027413929,0.9613509896965928,0.8396335693132075,0.9108521770586788,0.9133191783337515,0.9331582662400917,0.9720123390751897,0.8826176292943928,0.9156399746392189,0.9882801655057843,0.8989338703067044,0.8947330787090498,0.9891988266672943,0.7292967442738818,0.9844743692779244,0.950477321240321,0.9847355527346066,0.9672199419260891,0.8855052521114222,0.965779793890187,0.9518757369166051,0.9431098941184815,0.9237925516454691,0.937881409596441,0.9164608656200478,0.9440842489681277,0.9583644841248021,0.8458286244780013,0.8591802958798844,0.8995293690606225,0.9423303337823697,0.956424082912051,0.9520287978151973,0.8885586445607753,0.8838759815433913,0.8963587137447291,0.8136375678538594,0.9551688947486683,0.8822826765969047,0.8962222778063896,0.9469647351170313,0.9331809688001486,0.9737630709899077,0.9352295684183437,0.898713150646191,0.9683504188748241,0.6113591364111388
3533,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2465,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,0,0,1023,2574
